match id,batsman,batsman_id,batsman_details,is_batsman_captain,is_batsman_keeper,inning,runs,balls_faced,over_faced_first,wicket kind,out_by_bowler,out_by_fielder,bowler_id,bowler_details,is_bowler_keeper,is_bowler_captain,strike_rate,Fours,Sixes,match_dt
8710813,SR By,190574.0,IND:Right-hand bat:Right-arm medium:,0.0,0.0,2,15,12,14.4,,,None,,,,,125.0,,1.0,2021-01-19
8710813,SS Me,1959047.0,IND:Right-hand bat:Right-arm medium:,0.0,0.0,2,36,30,8.1,,,None,,,,,120.0,2.0,1.0,2021-01-19
8587879,JJ Ry,2089079.0,ENG:Right-hand bat:None:,0.0,0.0,1,4,3,1.1,caught,JD Wh,L Gy,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,133.33,,,2021-01-19
8587879,LS Le,2827327.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,17,12,1.2,caught,JD Wh,XC Bt,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,141.67,,2.0,2021-01-19
8587879,CT Bt,3507090.0,AUS:Right-hand bat:None:,0.0,0.0,1,15,14,11.3,caught,M Ml,JJ By,325779.0,SA:Left-hand bat:Right-arm fast:,0.0,0.0,107.14,,1.0,2021-01-19
8587879,AJ Tr,3501889.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,1,24,15,15.3,,,None,,,,,160.0,3.0,,2021-01-19
8587879,C Mo,1626526.0,NZ:Left-hand bat:Right-arm medium-fast:,0.0,0.0,1,82,54,2.2,caught,M Ml,JL Dy,325779.0,SA:Left-hand bat:Right-arm fast:,0.0,0.0,151.85,5.0,4.0,2021-01-19
8587879,JA Rn,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,1,0,2,20.3,,,None,,,,,0.0,,,2021-01-19
8587879,JP Is,4635658.0,AUS:Right-hand bat:None:,0.0,1.0,1,25,20,5.3,caught,JJ By,CA Ln,4967738.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,125.0,3.0,,2021-01-19
8587879,M Bt,7620269.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,5,7,1.1,caught,JP Bf,CT Bt,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,71.43,1.0,,2021-01-19
8587879,CA Ln,2286472.0,AUS:Right-hand bat:Slow left-arm orthodox:,1.0,0.0,2,27,16,1.4,stumped,Fd Ad,JP Is,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,168.75,2.0,2.0,2021-01-19
8587879,JD Wh,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,1,4,12.7,caught,LS Le,JP Is,2827327.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,25.0,,,2021-01-19
8587879,JJ Pn,3114803.0,AUS:Right-hand bat:None:,0.0,1.0,2,8,6,13.6,lbw,JA Rn,None,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,133.33,1.0,,2021-01-19
8587879,JJ By,4967738.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,4,5,14.3,caught,AJ Te,AM He,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,80.0,,,2021-01-19
8587879,MT Se,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,0,2,15.5,caught,JA Rn,C Mo,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,0.0,,,2021-01-19
8587879,M Ml,325779.0,SA:Left-hand bat:Right-arm fast:,0.0,0.0,2,2,7,16.2,caught,Fd Ad,AM He,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,28.57,,,2021-01-19
8587879,MP Kn,5419546.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,1,2,17.1,,,None,,,,,50.0,,,2021-01-19
8587879,JL Dy,87191.0,ENG:Right-hand bat:Legbreak:,0.0,0.0,2,26,31,2.5,bowled,Fd Ad,None,1684276.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,83.87,1.0,,2021-01-19
8587879,JA Bs,2286437.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,2,4,6.2,caught,AJ Te,JP Is,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,50.0,,,2021-01-19
8587879,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,20,17,7.6,bowled,JP Bf,None,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,117.65,,2.0,2021-01-19
8588096,AS Fr,363047.0,WI:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,11,14,1.1,bowled,JK Lr,None,1906708.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,78.57,2.0,,2021-01-20
8588096,NJ Mn,2336473.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,21,18,12.6,caught,P Hu,BJ Wr,8339701.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,116.67,1.0,2.0,2021-01-20
8588096,HR Ct,3901078.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,4,4,17.2,bowled,P Hu,None,8339701.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,100.0,1.0,,2021-01-20
8588096,SE Gh,3501882.0,AUS:Right-hand bat:Right-arm medium:,0.0,1.0,1,6,5,17.8,,,None,,,,,120.0,,,2021-01-20
8588096,MP Ss,2275097.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,37,27,2.1,caught,Z Es,J Fk,7620297.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,137.04,6.0,,2021-01-20
8588096,NR Ln,3737103.0,AUS:Right-hand bat:None:,0.0,0.0,1,61,47,5.2,,,None,,,,,129.79,8.0,1.0,2021-01-20
8588096,NM Ce,1829491.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,1,0,1,9.4,bowled,Z Es,None,7620297.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,0.0,,,2021-01-20
8588096,GJ Ml,2275195.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,1,1,4,9.5,caught,Id Wm,J Fk,1594319.0,PAK:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,25.0,,,2021-01-20
8588096,SE Mh,46794.0,AUS:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,1,3,1.1,bowled,NM Ce,None,1829491.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,33.33,,,2021-01-20
8588096,AJ Fh,37351.0,AUS:Right-hand bat:Slow left-arm orthodox:,1.0,0.0,2,10,14,1.3,bowled,Zr Kn,None,4985546.0,AFG:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,71.43,2.0,,2021-01-20
8588096,JA Pe,6842170.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,14,18,10.2,caught,NM Ce,SE Gh,1829491.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,77.78,1.0,,2021-01-20
8588096,MW Hy,7534687.0,AUS:Left-hand bat:Right-arm medium-fast:,0.0,0.0,2,47,21,14.6,,,None,,,,,223.81,6.0,2.0,2021-01-20
8588096,BJ Wr,2669316.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,22,9,17.1,,,None,,,,,244.44,3.0,1.0,2021-01-20
8588096,SB Hr,5406540.0,AUS:Right-hand bat:None:,0.0,1.0,2,39,34,3.4,lbw,MP Ss,None,2275097.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,114.71,3.0,1.0,2021-01-20
8588096,J Fk,8176356.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,2,20,19,4.3,caught,NM Ce,HR Ct,1829491.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,105.26,,1.0,2021-01-20
8588026,AT Cy,2285051.0,AUS:Left-hand bat:None:,0.0,1.0,1,101,62,1.1,caught,MT Se,JJ Pn,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,162.9,10.0,3.0,2021-01-21
8588026,J Wd,5469008.0,AUS:Left-hand bat:Legbreak:,0.0,0.0,1,36,18,1.4,caught,M Le,L Gy,5515922.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,200.0,5.0,1.0,2021-01-21
8588026,PD St,4685568.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,26,17,13.2,caught,XC Bt,M Bt,7353828.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,152.94,2.0,1.0,2021-01-21
8588026,RJ Gn,5776490.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,0,1,19.3,caught,JD Wh,CA Ln,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,0.0,,,2021-01-21
8588026,MT Rw,5056134.0,AUS:Left-hand bat:Right-arm offbreak:,0.0,0.0,1,3,2,20.3,,,None,,,,,150.0,,,2021-01-21
8588026,MG Nr,2633196.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,1,1,20.6,,,None,,,,,100.0,,,2021-01-21
8588026,TM Hd,3710090.0,AUS:Left-hand bat:Right-arm offbreak:,1.0,0.0,1,25,19,7.2,caught,M Le,CA Ln,5515922.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,131.58,1.0,1.0,2021-01-21
8588026,M Le,5515922.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,2,28,25,1.1,lbw,WA Ar,None,6718844.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,112.0,1.0,,2021-01-21
8588026,CA Ln,2286472.0,AUS:Right-hand bat:Slow left-arm orthodox:,1.0,0.0,2,17,9,1.3,caught,WA Ar,RJ Gn,6718844.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,188.89,2.0,1.0,2021-01-21
8588026,JJ Pn,3114803.0,AUS:Right-hand bat:None:,0.0,1.0,2,12,14,11.3,caught,LN Or,PM Se,2340729.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,85.71,1.0,,2021-01-21
8588026,M Bt,7620269.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,25,16,11.5,caught,WA Ar,PD St,6718844.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,156.25,,2.0,2021-01-21
8588026,JD Wh,3995991.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,2,3,14.5,caught,MG Nr,AT Cy,2633196.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,66.67,,,2021-01-21
8588026,MT Se,3890984.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,1,2,15.4,caught,DR Bs,PD St,2170762.0,ENG:Right-hand bat:Slow left-arm orthodox:,0.0,0.0,50.0,,,2021-01-21
8588026,MJ Sn,4132295.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,2,4,6,16.3,caught,PM Se,MG Nr,55299.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,66.67,,,2021-01-21
8588026,XC Bt,7353828.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,1,2,18.1,,,None,,,,,50.0,,,2021-01-21
8588026,JL Dy,87191.0,ENG:Right-hand bat:Legbreak:,0.0,0.0,2,15,16,3.5,caught,WA Ar,MT Rw,6718844.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,93.75,1.0,,2021-01-21
8588026,JA Bs,2286437.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,2,1,6,9.2,caught,PM Se,AT Cy,55299.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,16.67,,,2021-01-21
8588026,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,3,6,9.6,caught,PM Se,MG Nr,55299.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,50.0,,,2021-01-21
8638125,KJ Me,4381747.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,10,12,1.1,caught,A Va,AP Dh,2288824.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,83.33,2.0,,2021-01-21
8638125,CJ Bs,2659243.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,12,7,1.7,bowled,TG Se,None,1626561.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,171.43,1.0,1.0,2021-01-21
8638125,MJ Hy,3546297.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,6,7,15.1,caught,SC Kn,BR Hn,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,85.71,,,2021-01-21
8638125,WA Ws,4136404.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,8,12,15.6,,,None,,,,,66.67,,,2021-01-21
8638125,EJ Nl,3834319.0,NZ:Left-hand bat:Left-arm medium-fast:,0.0,0.0,1,5,9,17.5,caught,BR Hn,TG Se,3834305.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,55.56,,,2021-01-21
8638125,JT Be,6402388.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,1,5,3.2,caught,TA Bt,TL St,1945397.0,NZ:Right-hand bat:Left-arm fast-medium:,0.0,0.0,20.0,,,2021-01-21
8638125,DJ Ml,2672214.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,1,8,7,4.6,caught,JG Wr,TL St,3566240.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,114.29,1.0,,2021-01-21
8638125,CE Me,3682160.0,NZ:Right-hand bat:Right-arm offbreak:,1.0,0.0,1,28,30,5.2,caught,SC Kn,BR Hn,3776849.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,93.33,3.0,,2021-01-21
8638125,LJ Cr,4381705.0,NZ:Left-hand bat:Right-arm offbreak:,0.0,0.0,1,1,2,7.3,caught and bowled,JG Wr,None,3566240.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,50.0,,,2021-01-21
8638125,CD Fr,3834361.0,NZ:Right-hand bat:None:,0.0,1.0,1,0,2,8.3,caught,TA Bt,TL St,1945397.0,NZ:Right-hand bat:Left-arm fast-medium:,0.0,0.0,0.0,,,2021-01-21
8638125,TD Ae,1495731.0,NZ:Right-hand bat:Legbreak:,0.0,0.0,1,36,22,8.5,caught,A Va,KD Ce,2288824.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,163.64,5.0,1.0,2021-01-21
8638125,TL St,4381761.0,NZ:Right-hand bat:None:,0.0,1.0,2,24,18,1.1,bowled,DJ Ml,None,2672214.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,133.33,3.0,1.0,2021-01-21
8638125,KD Ce,7907451.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,16,8,2.1,caught,EJ Nl,TD Ae,3834319.0,NZ:Left-hand bat:Left-arm medium-fast:,0.0,0.0,200.0,2.0,1.0,2021-01-21
8638125,KS Wn,1945355.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,34,27,3.5,,,None,,,,,125.93,5.0,,2021-01-21
8638125,C de Ge,387778.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,2,14,9,8.3,,,None,,,,,155.56,1.0,1.0,2021-01-21
8588173,UT Ka,1506098.0,AUS:Left-hand bat:Right-arm medium:,0.0,0.0,1,6,4,1.1,caught,BJ Ds,SJ Oe,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,150.0,1.0,,2021-01-22
8588173,AD Hs,1749075.0,ENG:Right-hand bat:Right-arm medium:,0.0,0.0,1,110,56,1.2,caught,CR Be,JC Sk,3200756.0,WI:Right-hand bat:Right-arm fast-medium:,0.0,0.0,196.43,9.0,8.0,2021-01-22
8588173,SW Bs,2083409.0,ENG:Right-hand bat:None:,0.0,1.0,1,33,21,10.6,caught,BJ Ds,DT Cn,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,157.14,3.0,1.0,2021-01-22
8588173,BJ Cg,1612610.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,1,33,14,16.1,caught,BJ Ds,JM Bd,4756982.0,AUS:Left-hand bat:Left-arm fast-medium:,0.0,0.0,235.71,2.0,3.0,2021-01-22
8588173,N Mw,5497274.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,3,2,20.1,,,None,,,,,150.0,,,2021-01-22
8588173,CJ Fn,36665.0,AUS:Right-hand bat:Right-arm medium:,1.0,0.0,1,42,23,4.2,caught,L Pe,JC Sk,7537060.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,182.61,3.0,3.0,2021-01-22
8588173,JR Pe,7869987.0,AUS:Right-hand bat:None:,0.0,1.0,2,20,11,1.1,,,None,,,,,181.82,4.0,,2021-01-22
8588173,JM Ve,2076192.0,ENG:Right-hand bat:Right-arm medium:,0.0,0.0,2,38,23,1.4,run out,T Sa,BJ Cg,8193310.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,165.22,7.0,,2021-01-22
8588173,DT Cn,34061.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,21,16,16.7,,,None,,,,,131.25,3.0,,2021-01-22
8588173,CR Be,3200756.0,WI:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,2,3,20.3,,,None,,,,,66.67,,,2021-01-22
8588173,DP Hs,4002340.0,AUS:Left-hand bat:Right-arm medium:,1.0,0.0,2,1,2,5.3,bowled,BJ Cg,None,1612610.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,50.0,,,2021-01-22
8588173,MC Hs,41740.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,56,35,6.2,caught,T Sa,SW Bs,8193310.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,160.0,7.0,1.0,2021-01-22
8588173,JC Sk,3063696.0,AUS:Right-hand bat:None:,0.0,0.0,2,42,30,8.3,bowled,B Dt,None,6521234.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,140.0,3.0,1.0,2021-01-22
8587851,JJ Ry,2089079.0,ENG:Right-hand bat:None:,0.0,0.0,1,20,12,1.1,lbw,NT Es,None,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,166.67,4.0,,2021-01-22
8587851,LS Le,2827327.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,26,15,1.2,caught,S Le,DJ Mn,6722540.0,NEP:Right-hand bat:Legbreak googly:,0.0,0.0,173.33,2.0,2.0,2021-01-22
8587851,AM He,7869994.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,12,9,14.6,lbw,NT Es,None,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,133.33,1.0,,2021-01-22
8587851,JA Rn,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,1,29,14,17.3,bowled,NT Es,None,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,207.14,3.0,2.0,2021-01-22
8587851,AJ Te,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,1,1,20.2,,,None,,,,,100.0,,,2021-01-22
8587851,JP Bf,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,1,2,1,20.6,,,None,,,,,200.0,,,2021-01-22
8587851,C Mo,1626526.0,NZ:Left-hand bat:Right-arm medium-fast:,0.0,0.0,1,5,6,3.6,bowled,WG Js,None,6282856.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,83.33,1.0,,2021-01-22
8587851,JP Is,4635658.0,AUS:Right-hand bat:None:,0.0,1.0,1,58,35,6.3,bowled,NT Es,None,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,165.71,4.0,2.0,2021-01-22
8587851,MR Mh,1907163.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,7,9,6.5,lbw,S Le,None,6722540.0,NEP:Right-hand bat:Legbreak googly:,0.0,0.0,77.78,,1.0,2021-01-22
8587851,AJ Tr,3501889.0,AUS:Right-hand bat:Right-arm offbreak:,1.0,0.0,1,15,18,8.6,bowled,DM St,None,2161599.0,AUS:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,83.33,1.0,,2021-01-22
8587851,MS We,1611364.0,AUS:Left-hand bat:Right-arm medium:,1.0,0.0,2,6,6,1.1,caught and bowled,JA Rn,None,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,100.0,1.0,,2021-01-22
8587851,WG Js,6282856.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,21,15,11.5,caught,LS Le,AM He,2827327.0,ENG:Right-hand bat:Right-arm offbreak:,0.0,0.0,140.0,,3.0,2021-01-22
8587851,TH Dd,6249256.0,AUS:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,27,19,13.5,caught,JA Rn,C Mo,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,142.11,,3.0,2021-01-22
8587851,NT Es,5788418.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,9,7,15.5,caught,AJ Te,AM He,3216569.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,128.57,1.0,,2021-01-22
8587851,SM Bd,3125849.0,AUS:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,5,6,18.6,,,None,,,,,83.33,1.0,,2021-01-22
8587851,RP Mh,6732004.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,2,3,3,19.6,,,None,,,,,100.0,,,2021-01-22
8587851,DM St,2161599.0,AUS:Left-hand bat:Left-arm wrist-spin:,0.0,0.0,2,43,37,2.1,caught,JP Bf,JA Rn,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,116.22,5.0,,2021-01-22
8587851,BR Mt,4223883.0,AUS:Right-hand bat:Right-arm medium:,0.0,1.0,2,0,5,2.5,caught,JA Rn,AJ Tr,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,0.0,,,2021-01-22
8587851,DJ Mn,1655436.0,ENG:Left-hand bat:Legbreak:,0.0,0.0,2,3,6,4.1,caught,JP Bf,C Mo,1907352.0,AUS:Right-hand bat:Left-arm fast-medium:,0.0,0.0,50.0,,,2021-01-22
8587851,PP Hb,2340372.0,AUS:Right-hand bat:None:,0.0,0.0,2,30,16,6.6,bowled,JA Rn,None,5419574.0,AUS:Right-hand bat:Right-arm fast:,0.0,0.0,187.5,4.0,1.0,2021-01-22
8638132,MJ Gl,1585457.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,29,31,1.1,caught,BM Tr,D Cr,5984376.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,93.55,,2.0,2021-01-23
8638132,SM Sa,4949776.0,NZ:Left-hand bat:Right-arm medium:,0.0,0.0,1,21,13,1.2,caught,BM Tr,D Cr,5984376.0,NZ:Right-hand bat:Right-arm medium-fast:,0.0,0.0,161.54,5.0,,2021-01-23
8638132,RR Ol,3935854.0,NZ:Right-hand bat:Right-arm medium:,1.0,0.0,1,61,34,11.6,caught,JA Cn,TC Be,6496118.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,179.41,5.0,3.0,2021-01-23
8638132,BJ He,3913440.0,NZ:Right-hand bat:Slow left-arm orthodox:,0.0,1.0,1,2,3,19.3,caught,JA Cn,DJ Bl,6496118.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,66.67,,,2021-01-23
8638132,GD Ps,5764576.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,1,1,5,5.7,caught,DJ Bl,JA Fd,2537800.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,20.0,,,2021-01-23
8638132,MS Cn,3069954.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,1,73,34,6.6,caught,DJ Bl,JA Fd,2537800.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,214.71,9.0,3.0,2021-01-23
8638132,GH Wr,1945390.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,11,11,1.1,caught,L Dt,MJ Gl,5560190.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,100.0,1.0,,2021-01-23
8638132,D Cr,3083632.0,NZ:Right-hand bat:Legbreak:,0.0,1.0,2,11,10,1.3,bowled,L Dt,None,5560190.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,110.0,2.0,,2021-01-23
8638132,JA Cn,6496118.0,NZ:Right-hand bat:Right-arm medium:,0.0,0.0,2,3,3,15.3,run out,L Dt,None,5560190.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,100.0,,,2021-01-23
8638132,K Nt,1626540.0,NZ:Left-hand bat:Right-arm medium:,0.0,0.0,2,9,6,16.2,lbw,RM tr Bk,None,6718438.0,NZ:Right-hand bat:Left-arm fast-medium:,0.0,0.0,150.0,,1.0,2021-01-23
8638132,DJ Bl,2537800.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,2,32,14,16.4,,,None,,,,,228.57,2.0,3.0,2021-01-23
8638132,AY Pl,4170494.0,NZ:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,2,7,10,17.4,,,None,,,,,70.0,,,2021-01-23
8638132,WA Yg,3834256.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,37,29,4.2,caught,WR Se,BG Lr,270262.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,127.59,,3.0,2021-01-23
8638132,LL Tr,270906.0,NZ:Right-hand bat:Right-arm offbreak:,0.0,0.0,2,2,3,5.4,run out,KA Jn,None,4381733.0,NZ:Right-hand bat:Right-arm fast-medium:,0.0,0.0,66.67,,,2021-01-23
8638132,TC Be,4949804.0,NZ:Right-hand bat:Right-arm offbreak:,1.0,0.0,2,52,35,6.3,caught,RM tr Bk,BG Lr,6718438.0,NZ:Right-hand bat:Left-arm fast-medium:,0.0,0.0,148.57,7.0,1.0,2021-01-23
8587949,CA Ln,2286472.0,AUS:Right-hand bat:Slow left-arm orthodox:,1.0,0.0,1,52,30,1.1,caught,Z Es,J Fk,7620297.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,173.33,6.0,3.0,2021-01-23
8587949,M Le,5515922.0,AUS:Right-hand bat:Legbreak:,0.0,0.0,1,49,31,10.1,caught,Z Es,P Hu,7620297.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,158.06,3.0,2.0,2021-01-23
8587949,JA Bs,2286437.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,7,8,13.2,bowled,P Hu,None,8339701.0,AUS:Right-hand bat:Legbreak googly:,0.0,0.0,87.5,,,2021-01-23
8587949,L Gy,2535420.0,ENG:Right-hand bat:Right-arm medium-fast:,0.0,0.0,1,16,14,16.5,,,None,,,,,114.29,2.0,,2021-01-23
8587949,M Bt,7620269.0,AUS:Right-hand bat:Right-arm medium:,0.0,0.0,1,26,22,2.1,caught,Z Es,SB Hr,7620297.0,AUS:Right-hand bat:Right-arm medium-fast:,0.0,0.0,118.18,4.0,,2021-01-23
8587949,JJ Pn,3114803.0,AUS:Right-hand bat:None:,0.0,1.0,1,10,5,20.1,,,None,,,,,200.0,,1.0,2021-01-23
8587949,JL Dy,87191.0,ENG:Right-hand bat:Legbreak:,0.0,0.0,1,9,11,9.5,stumped,Id Wm,SB Hr,1594319.0,PAK:Left-hand bat:Slow left-arm orthodox:,0.0,0.0,81.82,,,2021-01-23
