match id,team1,team2,winner,by,win amount,toss winner,toss decision,venue,city,match_dt,lighting,series_name,season,ground_id,umpire1,umpire2,inning1_runs,inning1_wickets,inning1_balls,inning2_runs,inning2_wickets,inning2_balls,team1_id,team1_roster_ids,team2_id,team2_roster_ids,series_type,winner_id,player_of_the_match_id
8588173,Sy Tr,Sy Ss,Sy Tr,runs,46.0,Sy Ss,field,Ae Ol,Adelaide,2021-01-22,night match,Bg Bh Le,2020/21,930,GJ Dn,AK Ws,232,5,124,186.0,5.0,124.0,33963,1506098.0:1749075.0:36665.0:2083409.0:1612610.0:5497274.0:7534652.0:5509524.0:3156033.0:6521234.0:8193310.0,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:4756982.0:49496.0:1506077.0:7537060.0,other_domestic,33963,1749075.0
8587851,Ph Ss,Ht Hs,Ph Ss,runs,22.0,Ph Ss,bat,Ds Sm,Melbourne,2021-01-22,day/night match,Bg Bh Le,2020/21,8252,PJ Ge,SJ Cg,179,8,121,157.0,8.0,126.0,33935,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,33928,1611364.0:2161599.0:4223883.0:1655436.0:2340372.0:6282856.0:6249256.0:5788418.0:3125849.0:6732004.0:6722540.0,other_domestic,33935,5419574.0
8638132,Ad,Cl Ds,Ad,runs,17.0,Cl Ds,field,En Pk Or Ol,Auckland,2021-01-23,day match,Sr Sh,2020/21,5081,CM Bn,WR Ks,199,6,128,182.0,7.0,128.0,17583,1585457.0:4949776.0:5764576.0:3069954.0:3935854.0:3913440.0:4381733.0:6718438.0:270262.0:5560190.0:7878765.0,17744,1945390.0:3083632.0:3834256.0:270906.0:4949804.0:6496118.0:1626540.0:2537800.0:4170494.0:8354821.0:5984376.0,other_domestic,17583,
8587949,Be Ht,Me Rs,Be Ht,runs,26.0,Be Ht,bat,Ds Sm,Melbourne,2021-01-23,day/night match,Bg Bh Le,2020/21,8252,DM Kh,SJ Ni,173,5,122,147.0,10.0,114.0,33921,2286472.0:7620269.0:5515922.0:87191.0:2286437.0:2535420.0:3114803.0:3890984.0:7353828.0:4132295.0:2209374.0,33942,46794.0:37351.0:5406540.0:8176356.0:7534687.0:2669316.0:1594319.0:6842170.0:1906708.0:7620297.0:8339701.0,other_domestic,33921,5515922.0
8587956,Ph Ss,Me Ss,Ph Ss,runs,11.0,Me Ss,field,Me Ct Gd,Melbourne,2021-01-23,night match,Bg Bh Le,2020/21,440,MW Gh,PJ Ge,182,4,124,171.0,6.0,123.0,33935,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,33949,2275097.0:3501882.0:3737103.0:2275195.0:2336473.0:1829491.0:3901078.0:5419532.0:2656541.0:3731307.0:4985546.0,other_domestic,33935,2089079.0
8587802,Ht Hs,Sy Ss,Ht Hs,runs,7.0,Sy Ss,field,Me Ct Gd,Melbourne,2021-01-24,night match,Bg Bh Le,2020/21,440,DR Ce,SJ Cg,188,8,124,181.0,8.0,126.0,33928,1611364.0:2161599.0:4223883.0:1655436.0:6282856.0:6249256.0:5788418.0:3510499.0:3125849.0:6732004.0:6722540.0,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:2790675.0:4756982.0:7455818.0:2904943.0,other_domestic,33928,1611364.0
8587942,Ae Ss,Sy Tr,Ae Ss,runs,6.0,Ae Ss,bat,Ae Ol,Adelaide,2021-01-24,day/night match,Bg Bh Le,2020/21,930,GA Ad,AK Ws,159,6,127,153.0,7.0,128.0,33914,2285051.0:5469008.0:4685568.0:3710090.0:5776490.0:5056134.0:2633196.0:2170762.0:6718844.0:2340729.0:55299.0,33963,1506098.0:1749075.0:36665.0:7534652.0:2083409.0:2335381.0:5509524.0:1612610.0:5497274.0:3156033.0:6521234.0:8193310.0,other_domestic,33914,55299.0
8638139,Oo,Wn,Wn,wickets,4.0,Wn,field,Bn Re,Wellington,2021-01-24,day match,Sr Sh,2020/21,825,C Bk,TJ Pe,137,9,123,140.0,6.0,113.0,18360,2319638.0:256080.0:3913447.0:4950252.0:6317142.0:2690498.0:2666705.0:6718410.0:7907444.0:2236086.0:3834375.0,18570,6718326.0:2653993.0:6718382.0:3083625.0:2288789.0:4950224.0:8187878.0:3083667.0:4950294.0:6718396.0:1585464.0,other_domestic,18570,
8638146,Cy,Wn,Wn,wickets,7.0,Wn,field,Bn Re,Wellington,2021-01-25,day match,Sr Sh,2020/21,825,DJ Wr,TJ Pe,153,7,126,154.0,3.0,122.0,17653,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:1495731.0:3546297.0:4136404.0:3834319.0,18570,6718326.0:2653993.0:3083625.0:8187878.0:2288789.0:4950224.0:6718382.0:3083667.0:4950294.0:6718396.0:1585464.0,other_domestic,18570,
8587865,Ae Ss,Sy Tr,Sy Tr,wickets,9.0,Sy Tr,field,Ae Ol,Adelaide,2021-01-25,night match,Bg Bh Le,2020/21,930,GA Ad,GJ Dn,115,4,88,116.0,1.0,75.0,33914,2285051.0:5469008.0:4685568.0:3710090.0:1635773.0:5776490.0:2633196.0:3901099.0:6718844.0:2340729.0:55299.0,33963,1506098.0:1749075.0:36665.0:2083409.0:2335381.0:1612610.0:5497274.0:5509524.0:3156033.0:6521234.0:8193310.0,other_domestic,33963,1749075.0
8710827,Hl Ph,Tl Nu,Tl Nu,wickets,5.0,Tl Nu,field,Na Mi Sm Gd A Ma,,2021-01-26,night match,Sd Mq Ai Ty,2020/21,5893,,,135,9,126,141.0,5.0,110.0,12634,2981404.0:3500958.0:8228296.0:7476321.0:2035102.0:7491322.0:4566526.0:6844718.0:7952804.0:6596582.0:8465057.0,15301,7341942.0:7341704.0:3339510.0:2238228.0:7342082.0:210328.0:5038046.0:7341186.0:3696482.0:4118309.0:4149158.0,other_domestic,15301,
8710820,Ka,Pb,Pb,wickets,9.0,Pb,field,Na Mi Sm Gd A Ma,,2021-01-26,day match,Sd Mq Ai Ty,2020/21,5893,,,87,10,106,89.0,1.0,76.0,13474,7833195.0:2789086.0:6420630.0:2954741.0:2944521.0:2412073.0:3693654.0:5442618.0:2176719.0:3341358.0:6420126.0,14454,7491294.0:8127181.0:2789555.0:8180500.0:7881845.0:3759881.0:7570107.0:3068547.0:2282132.0:5958840.0:7556303.0,other_domestic,14454,
8588047,Be Ht,Ph Ss,Be Ht,runs,6.0,Ph Ss,field,Ae Ol,Adelaide,2021-01-26,day match,Bg Bh Le,2020/21,930,GJ Dn,AK Ws,181,7,123,175.0,6.0,123.0,33921,2286472.0:7620269.0:5515922.0:87191.0:2286437.0:2535420.0:3114803.0:3995991.0:3890984.0:4132295.0:2209374.0:7353828.0,33935,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,other_domestic,33921,5515922.0
8588033,Me Rs,Ht Hs,Me Rs,runs,11.0,Ht Hs,field,Me Ct Gd,Melbourne,2021-01-26,day/night match,Bg Bh Le,2020/21,440,DR Ce,MW Gh,150,5,124,139.0,9.0,122.0,33942,46794.0:37351.0:5406540.0:8176356.0:7534687.0:2669316.0:1594319.0:6842170.0:7537067.0:7620297.0:8339701.0,33928,1611364.0:2161599.0:4223883.0:1655436.0:6282856.0:2340372.0:6249256.0:5788418.0:3125849.0:6732004.0:6722540.0:3510499.0,other_domestic,33942,7620297.0
8588019,Me Ss,Sy Ss,Sy Ss,wickets,5.0,Sy Ss,field,Me Ct Gd,Melbourne,2021-01-26,night match,Bg Bh Le,2020/21,440,PJ Ge,SJ Cg,177,6,121,180.0,5.0,120.0,33949,2275097.0:3501882.0:3737103.0:2275195.0:2336473.0:3901078.0:1829491.0:2337117.0:2656541.0:3731307.0:4985546.0,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:3200756.0:34061.0:2790675.0:4756982.0:49496.0:2904943.0:1506077.0,other_domestic,33956,4756982.0
8710834,Ha,Ba,Ba,wickets,8.0,Ba,field,Na Mi Sm Gd A Ma,,2021-01-27,day match,Sd Mq Ai Ty,2020/21,5893,,,148,7,121,150.0,2.0,121.0,12669,4397532.0:5078086.0:5716206.0:7421434.0:2966879.0:8118151.0:7875643.0:6544614.0:3133122.0:3011735.0:3759846.0,11283,2380454.0:3729984.0:4232164.0:8410772.0:7883504.0:4566540.0:3033883.0:4017523.0:4772494.0:7878989.0:8725723.0,other_domestic,11283,
8710855,Ba,Pb,Ba,runs,25.0,Pb,field,Na Mi Sm Gd A Ma,,2021-01-29,night match,Sd Mq Ai Ty,2020/21,5893,,,160,3,123,135.0,8.0,121.0,11283,2380454.0:7883504.0:4232164.0:7878989.0:4566540.0:3729984.0:3033883.0:4017523.0:4772494.0:8410772.0:8725723.0,14454,8127181.0:7491294.0:5958840.0:3759881.0:7556303.0:2789555.0:8180500.0:7570107.0:3068547.0:2282132.0:7881845.0,other_domestic,11283,2380454.0
8638153,Ad,Nn Ds,Nn Ds,wickets,3.0,Nn Ds,field,Sn Pk,Hamilton,2021-01-29,day match,Sr Sh,2020/21,3541,BF Bn,JM Dy,162,4,121,166.0,7.0,123.0,17583,1585457.0:4949776.0:5764576.0:3069954.0:3935854.0:3913440.0:4381733.0:270262.0:7565697.0:5560190.0:6718438.0,17982,4381761.0:7907451.0:1945355.0:387778.0:258649.0:3519011.0:3776849.0:1626561.0:2288824.0:3913475.0:1945397.0,other_domestic,17982,
8710848,Rn,Tl Nu,Tl Nu,wickets,7.0,Rn,bat,Na Mi Sm Gd A Ma,,2021-01-29,day match,Sd Mq Ai Ty,2020/21,5893,,,154,9,127,158.0,3.0,116.0,14629,8725156.0:5078058.0:2598063.0:2992408.0:5972868.0:1657375.0:5056036.0:4231898.0:8228100.0:3691106.0:6598528.0,15301,7341942.0:7341704.0:3339510.0:2238228.0:210328.0:5038046.0:4757178.0:7342082.0:4118309.0:7341186.0:3696482.0,other_domestic,15301,2238228.0
8588194,Ae Ss,Be Ht,Be Ht,wickets,6.0,Ae Ss,bat,Be Ct Gd,Brisbane,2021-01-29,night match,Bg Bh Le,2020/21,1476,DM Kh,MW Gh,130,7,127,131.0,4.0,118.0,33914,2285051.0:5469008.0:3710090.0:4685568.0:5056134.0:1635773.0:2633196.0:2170762.0:6718844.0:2340729.0:55299.0:3901099.0,33921,2286472.0:87191.0:5515922.0:5786766.0:3114803.0:2286437.0:2535420.0:3890984.0:4132295.0:2209374.0:325779.0:7353828.0,other_domestic,33921,3114803.0
8638160,Oo,Cy,Cy,wickets,6.0,Cy,field,Hy Ol,Christchurch,2021-01-30,night match,Sr Sh,2020/21,664,DJ Wr,JK By,162,5,121,163.0,4.0,119.0,18360,2319638.0:256080.0:3913447.0:4950252.0:2690498.0:6317142.0:2666705.0:2236086.0:6718410.0:3834375.0:7907444.0,17653,2659243.0:4381747.0:6402388.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,other_domestic,17653,
8588201,Ph Ss,Sy Ss,Sy Ss,wickets,9.0,Ph Ss,bat,Ma Ol,Canberra,2021-01-30,night match,Bg Bh Le,2020/21,5312,P Wn,SJ Ni,167,6,125,168.0,1.0,104.0,33935,2089079.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:5419574.0:7869994.0:3216569.0:1907352.0:1684276.0,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:2790675.0:4756982.0:49496.0:1506077.0,other_domestic,33956,2076192.0
8710862,Ba,Tl Nu,Tl Nu,wickets,7.0,Tl Nu,field,Na Mi Sm Gd A Ma,,2021-01-31,night match,Sd Mq Ai Ty,2020/21,5893,,,120,9,125,123.0,3.0,112.0,11283,2380454.0:7883504.0:4232164.0:3729984.0:8725723.0:8410772.0:7878989.0:4566540.0:3033883.0:4772494.0:4017523.0,15301,7341942.0:7341704.0:3339510.0:210328.0:5038046.0:2238228.0:7342082.0:8059015.0:4118309.0:7341186.0:3696482.0,other_domestic,15301,8059015.0
8588208,Sy Tr,Be Ht,Be Ht,wickets,7.0,Be Ht,field,Ma Ol,Canberra,2021-01-31,night match,Bg Bh Le,2020/21,5312,DM Kh,MW Gh,158,8,125,162.0,3.0,117.0,33963,1506098.0:1749075.0:36665.0:2083409.0:2335381.0:5788320.0:1612610.0:5509524.0:3156033.0:6521234.0:8193310.0,33921,87191.0:2286472.0:5515922.0:5786766.0:3114803.0:2286437.0:2535420.0:3890984.0:4132295.0:2209374.0:325779.0:7353828.0,other_domestic,33921,5786766.0
8638167,Cl Ds,Wn,Wn,wickets,8.0,Cl Ds,bat,Bn Re,Wellington,2021-01-31,day match,Sr Sh,2020/21,825,CM Bn,TJ Pe,164,7,125,170.0,2.0,102.0,17744,1945390.0:3083632.0:3834256.0:270906.0:4949804.0:6496118.0:2537800.0:4170494.0:8354821.0:8447396.0:5984376.0,18570,6718326.0:2653993.0:3083625.0:8187878.0:2319624.0:2288789.0:4950224.0:1585464.0:4950294.0:6718396.0:3083667.0,other_domestic,18570,
8638174,Ad,Oo,Ad,runs,103.0,Ad,bat,En Pk Or Ol,Auckland,2021-02-01,day match,Sr Sh,2020/21,5081,BF Bn,DJ Wr,183,7,126,80.0,10.0,75.0,17583,4949776.0:5764576.0:8144184.0:3069954.0:3935854.0:3913440.0:4381733.0:270262.0:6718438.0:7565697.0:5560190.0,18360,2319638.0:256080.0:3913447.0:4950252.0:2690498.0:2666705.0:6718410.0:7907444.0:2236086.0:3834375.0:4359417.0,other_domestic,17583,
8588215,Ph Ss,Be Ht,Ph Ss,runs,49.0,Be Ht,field,Ma Ol,Canberra,2021-02-04,day match,Bg Bh Le,2020/21,5312,GA Ad,SJ Cg,189,1,114,150.0,9.0,115.0,33935,3507090.0:2827327.0:1907163.0:1626526.0:4635658.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,33921,2286472.0:87191.0:5515922.0:5786766.0:3114803.0:2286437.0:2535420.0:7353828.0:4132295.0:325779.0:2209374.0:3890984.0,other_domestic,33935,2827327.0
8638181,Cl Ds,Cy,Cl Ds,runs,30.0,Cy,field,Mn Pk,Napier,2021-02-05,night match,Sr Sh,2020/21,3184,CM Bn,JM Dy,183,6,124,153.0,7.0,123.0,17744,3083632.0:1945390.0:3834256.0:270906.0:4949804.0:6496118.0:2537800.0:8354821.0:4170494.0:5984376.0:8447396.0,17653,2659243.0:4381747.0:6402388.0:2672214.0:4381705.0:3682160.0:3834361.0:3546297.0:1495731.0:4136404.0:3834319.0,other_domestic,17744,
8638188,Nn Ds,Oo,Nn Ds,runs,36.0,Nn Ds,bat,Uy Ol,Dunedin,2021-02-06,day match,Sr Sh,2020/21,5396,DJ Wr,JK By,191,6,129,155.0,9.0,115.0,17982,4381761.0:7907451.0:3913426.0:387778.0:258649.0:3519011.0:3776849.0:1626561.0:3913475.0:1945397.0:3566240.0,18360,2319638.0:256080.0:6317142.0:2690498.0:2666705.0:6718410.0:7907444.0:2236086.0:4359417.0:3834375.0:3913447.0,other_domestic,17982,
8588187,Sy Ss,Ph Ss,Sy Ss,runs,27.0,Ph Ss,field,Sy Ct Gd,Sydney,2021-02-06,day match,Bg Bh Le,2020/21,937,P Wn,SJ Ni,188,6,122,161.0,9.0,125.0,33956,7869987.0:2076192.0:4002340.0:41740.0:3063696.0:34061.0:3200756.0:2790675.0:4756982.0:49496.0:1506077.0,33935,3507090.0:2827327.0:1626526.0:4635658.0:1907163.0:3501889.0:7869994.0:5419574.0:3216569.0:1907352.0:1684276.0,other_domestic,33956,2076192.0
8638195,Wn,Ad,Wn,runs,39.0,Wn,bat,En Pk Or Ol,Auckland,2021-02-07,day match,Sr Sh,2020/21,5081,BF Bn,Dn Mw,230,2,129,191.0,10.0,125.0,18570,6718326.0:2653993.0:3083625.0:2486896.0:2288789.0:8187878.0:4950224.0:2319624.0:3083667.0:4950294.0:1585464.0,17583,4949776.0:5764576.0:8144184.0:3069954.0:3935854.0:3913440.0:4381733.0:270262.0:6718438.0:7565697.0:5560190.0,other_domestic,18570,
8701146,Pn,Sh Aa,Pn,runs,3.0,Sh Aa,field,Gi Sm,Lahore,2021-02-11,night match,Sh Aa tr of Pn,2020/21,3828,An Ra,Am Dr,169,6,122,166.0,6.0,122.0,62,2263736.0:2437021.0:8180570.0:4397693.0:3364234.0:5017144.0:4767832.0:2437049.0:2437077.0:7507303.0:8131255.0,34,4239773.0:1884973.0:4160316.0:2252452.0:3057312.0:3782225.0:2294823.0:3872756.0:3818282.0:4887014.0:2654028.0,international,62,2263736.0
8638202,Cl Ds,Cy,Cy,wickets,4.0,Cl Ds,bat,En Pk Or Ol,Auckland,2021-02-11,day match,Sr Sh,2020/21,5081,BF Bn,JM Dy,180,7,130,181.0,6.0,121.0,17744,1945390.0:3083632.0:3834256.0:270906.0:4949804.0:6496118.0:2537800.0:8354821.0:4170494.0:5984376.0:8447396.0,17653,2659243.0:4381747.0:2672214.0:3682160.0:4381705.0:3834361.0:3546297.0:6739830.0:1495731.0:4136404.0:3834319.0,other_domestic,17653,
8701153,Pn,Sh Aa,Sh Aa,wickets,6.0,Sh Aa,field,Gi Sm,Lahore,2021-02-13,night match,Sh Aa tr of Pn,2020/21,3828,Af Yb,Sb Ra,144,7,123,145.0,4.0,102.0,62,2263736.0:2437021.0:8180570.0:4397693.0:3364234.0:5017144.0:4767832.0:2437049.0:2437077.0:7507303.0:8131255.0,34,4239773.0:1884973.0:1963443.0:1863889.0:2252452.0:3057312.0:3782225.0:2294823.0:3372634.0:4887014.0:2654028.0,international,34,2294823.0
8638209,Cy,Wn,Wn,wickets,5.0,Wn,field,Bn Re,Wellington,2021-02-13,day match,Sr Sh,2020/21,825,CM Bn,WR Ks,175,8,126,178.0,5.0,120.0,17653,2659243.0:4381747.0:2672214.0:3682160.0:4381705.0:3834361.0:6739830.0:3546297.0:1495731.0:4136404.0:3834319.0,18570,6718326.0:2653993.0:3083625.0:8187878.0:2486896.0:2288789.0:4950224.0:1585464.0:4950294.0:3083667.0:6718396.0,other_domestic,18570,
8701160,Sh Aa,Pn,Pn,wickets,4.0,Pn,field,Gi Sm,Lahore,2021-02-14,night match,Sh Aa tr of Pn,2020/21,3828,Am Dr,Rd Rz,164,8,122,169.0,6.0,119.0,34,4239773.0:1884973.0:1963443.0:1863889.0:3057312.0:2252452.0:3782225.0:2294823.0:3872756.0:4887014.0:2654028.0,62,2263736.0:8180570.0:2437021.0:4397693.0:3459623.0:4767832.0:2437049.0:4769148.0:7507303.0:2437077.0:3035311.0,international,62,2437049.0
8647722,Ks,Ts,Ts,wickets,6.0,Ks,bat,Kd Dn,Durban,2021-02-19,day match,CA T0 Ce,2020/21,2127,A Pr,A Js,116,10,103,120.0,4.0,106.0,22784,3496933.0:4160316.0:3397666.0:1863889.0:310883.0:1616005.0:3845029.0:4239794.0:2753036.0:4817014.0:3801300.0,23750,3406717.0:1615977.0:4203499.0:4159644.0:3057312.0:3079677.0:3851336.0:3802378.0:2659222.0:3794174.0:2654028.0,other_domestic,23750,2654028.0
8647666,Ds,Ce Cs,Ds,runs,14.0,Ds,bat,Kd Dn,Durban,2021-02-19,day match,CA T0 Ce,2020/21,2127,BP Je,Sn Hs,155,8,128,141.0,7.0,124.0,22763,2269833.0:4898074.0:3747764.0:2252452.0:2231907.0:3782225.0:316441.0:1874081.0:3062079.0:3513362.0:4160358.0,23890,4880294.0:3851322.0:4165041.0:3373138.0:1556253.0:3490087.0:4169542.0:3156180.0:4160267.0:3062555.0:4175772.0,other_domestic,22763,1874081.0
8647680,Ks,Ds,Ds,wickets,4.0,Ks,bat,Kd Dn,Durban,2021-02-20,day match,CA T0 Ce,2020/21,2127,BM We,S Ge,144,5,124,145.0,6.0,116.0,22784,3496933.0:4160316.0:3397666.0:1863889.0:310883.0:3845029.0:4239794.0:4171383.0:4817014.0:1616005.0:2753036.0,22763,2269833.0:4898074.0:3747764.0:2252452.0:2231907.0:2294837.0:316441.0:1874081.0:3062079.0:4888414.0:4160358.0,other_domestic,22763,1863889.0
8729090,Qa Gs,Ki Ks,Ki Ks,wickets,7.0,Ki Ks,field,Nl Sm,Karachi,2021-02-20,night match,Pn Sr Le,2020/21,3422,An Ra,Am Dr,121,10,116,126.0,3.0,85.0,40592,6139370.0:1594333.0:363173.0:8127230.0:7960847.0:2437049.0:1612610.0:6399210.0:4880966.0:8106713.0:8106629.0,40564,1594347.0:2437021.0:4003390.0:319948.0:181404.0:34061.0:1594319.0:3041016.0:3734940.0:2036649.0:7913254.0,other_domestic,40564,7913254.0
8647708,Ws,Ds,Ds,runs,3.0,Ws,bat,Kd Dn,Durban,2021-02-21,day match,CA T0 Ce,2020/21,2127,A Pr,Sn Hs,143,5,124,128.0,2.0,109.0,23841,2667223.0:3396525.0:3009334.0:1963443.0:6665462.0:2259739.0:4171859.0:3373866.0:3851595.0:4169514.0:4874820.0,22763,3399745.0:2269833.0:3747764.0:2252452.0:2231907.0:2294837.0:316441.0:1874081.0:3062079.0:4160358.0:3747484.0,other_domestic,22763,1874081.0
8647673,Ts,Ce Cs,Ts,runs,16.0,Ts,bat,Kd Dn,Durban,2021-02-21,day match,CA T0 Ce,2020/21,2127,A Js,Se Ga,148,6,127,132.0,10.0,125.0,23750,4203499.0:1615977.0:3406717.0:4159644.0:3057312.0:3851336.0:3079677.0:3818282.0:2659222.0:3794174.0:2654028.0,23890,3851322.0:4880294.0:4165041.0:1556253.0:3490087.0:3373138.0:4169542.0:3156180.0:4160267.0:3062555.0:4175772.0,other_domestic,23750,3794174.0
8729097,Pr Zi,Le Qs,Le Qs,wickets,4.0,Le Qs,field,Nl Sm,Karachi,2021-02-21,day match,Pn Sr Le,2020/21,3422,Rd Rz,Sb Ra,140,6,123,143.0,6.0,112.0,40550,3977945.0:287209.0:298612.0:8180570.0:74087.0:6401800.0:5021624.0:305143.0:6818776.0:4507208.0:8638790.0,40606,3585350.0:3726981.0:4367852.0:290051.0:2720759.0:130437.0:1547993.0:5554254.0:8746961.0:7507303.0:8767667.0,other_domestic,40606,7507303.0
8729104,Mn Ss,Id Ud,Id Ud,wickets,3.0,Id Ud,field,Nl Sm,Karachi,2021-02-21,night match,Pn Sr Le,2020/21,3422,An Ra,RK Ih,150,8,121,151.0,7.0,118.0,44904,2263736.0:2286472.0:2076192.0:2231928.0:302875.0:5017144.0:3200756.0:298486.0:302868.0:8106706.0:7439704.0,40578,4685568.0:1749075.0:6460614.0:4397693.0:3459623.0:3364234.0:2535420.0:4767832.0:2437091.0:4769148.0:8298779.0,other_domestic,40578,2535420.0
8729111,Qa Gs,Le Qs,Le Qs,wickets,9.0,Le Qs,field,Nl Sm,Karachi,2021-02-22,night match,Pn Sr Le,2020/21,3422,Am Dr,Af Yb,178,6,126,179.0,1.0,112.0,40592,6139370.0:8127230.0:363173.0:1594333.0:7960847.0:2437049.0:1612610.0:1627450.0:4880966.0:8106713.0:3035311.0,40606,3585350.0:3726981.0:290051.0:4367852.0:2720759.0:130437.0:1547993.0:5554254.0:8746961.0:7507303.0:8131255.0,other_domestic,40606,3585350.0
8637810,Nw Zd,Aa,Nw Zd,runs,53.0,Aa,field,Hy Ol,Christchurch,2021-02-22,night match,Aa tr of Nw Zd,2020/21,664,CM Bn,CB Gy,184,5,124,131.0,10.0,112.0,48,1585457.0:4381761.0:1945355.0:2653993.0:5764576.0:2486896.0:3519011.0:4381733.0:1626561.0:3913475.0:1945397.0,27,1611364.0:37351.0:7869987.0:1907163.0:2275195.0:2275097.0:3535853.0:5788320.0:5419574.0:1905847.0:2656541.0,international,48,2653993.0
8647631,Ce Cs,Ks,Ks,wickets,3.0,Ce Cs,bat,Kd Dn,Durban,2021-02-22,day match,CA T0 Ce,2020/21,2127,LB Ga,S Ge,167,5,121,169.0,7.0,131.0,23890,4880294.0:3851322.0:4169542.0:4165041.0:3373138.0:1556253.0:4160267.0:3156180.0:3062555.0:4175772.0:4874092.0,22784,3496933.0:4160316.0:4167673.0:1863889.0:310883.0:1616005.0:4171383.0:4239794.0:3845029.0:4817014.0:2753036.0,other_domestic,22784,2753036.0
8647701,Ls,Ts,Ls,runs,18.0,Ls,bat,Kd Dn,Durban,2021-02-22,day match,CA T0 Ce,2020/21,2127,BP Je,BM We,124,4,100,112.0,8.0,95.0,23113,1884973.0:4239640.0:2604825.0:2364543.0:2294823.0:4175107.0:3872756.0:2658445.0:328607.0:3851518.0:2659502.0,23750,313277.0:4203499.0:1615977.0:4159644.0:3057312.0:3079677.0:3030733.0:3818282.0:2659222.0:3794174.0:2654028.0,other_domestic,23113,2364543.0
8729118,Mn Ss,Pr Zi,Pr Zi,wickets,6.0,Pr Zi,field,Nl Sm,Karachi,2021-02-23,night match,Pn Sr Le,2020/21,3422,Am Dr,RK Ih,193,4,125,197.0,4.0,118.0,44904,2263736.0:2286472.0:2076192.0:302875.0:2231928.0:5017144.0:298486.0:3200756.0:302868.0:2437077.0:8427978.0,40550,3977945.0:287209.0:3294444.0:6401800.0:298612.0:8180570.0:305143.0:6818776.0:4507208.0:8638790.0:3009880.0,other_domestic,40550,3294444.0
8647645,Ce Cs,Ws,Ce Cs,runs,24.0,Ws,field,Kd Dn,Durban,2021-02-23,day match,CA T0 Ce,2020/21,2127,BP Je,Se Ga,181,5,122,157.0,10.0,126.0,23890,3851322.0:4880294.0:4165041.0:1556253.0:3373138.0:3490087.0:4169542.0:3156180.0:3062555.0:4159658.0:4874092.0,23841,3396525.0:2667223.0:1963443.0:3009334.0:6665462.0:3009215.0:2259739.0:4874820.0:3373866.0:6845950.0:4169514.0,other_domestic,23890,3373138.0
8647659,Ks,Ls,Ls,wickets,7.0,Ks,bat,Kd Dn,Durban,2021-02-23,day match,CA T0 Ce,2020/21,2127,BM We,LB Ga,106,10,122,110.0,3.0,112.0,22784,3496933.0:4160316.0:4167673.0:1863889.0:1616005.0:310883.0:4171383.0:3845029.0:4172083.0:2753036.0:4817014.0,23113,4239640.0:1884973.0:2294823.0:2604825.0:2364543.0:4175107.0:3872756.0:2658445.0:328607.0:3851518.0:2659502.0,other_domestic,23113,2604825.0
8729125,Ki Ks,Id Ud,Id Ud,wickets,5.0,Id Ud,field,Nl Sm,Karachi,2021-02-24,night match,Pn Sr Le,2020/21,3422,Am Dr,Rd Rz,196,3,128,197.0,5.0,122.0,40564,1594347.0:2437021.0:34061.0:181404.0:1594319.0:319948.0:4003390.0:3041016.0:3734940.0:2036649.0:7913254.0,40578,4685568.0:1749075.0:6460614.0:4767832.0:3364234.0:4397693.0:3459623.0:2535420.0:4769148.0:2437091.0:8298779.0,other_domestic,40578,1749075.0
8647624,Ws,Ts,Ws,runs,43.0,Ws,bat,Kd Dn,Durban,2021-02-24,day match,CA T0 Ce,2020/21,2127,S Ge,Sn Hs,157,9,125,114.0,9.0,125.0,23841,1963443.0:2667223.0:3009334.0:6665462.0:3009215.0:4171859.0:2259739.0:4874820.0:3373866.0:6845950.0:4169514.0,23750,313277.0:4203499.0:1615977.0:4159644.0:3057312.0:3079677.0:3030733.0:2659222.0:3794174.0:2654028.0:4169339.0,other_domestic,23841,2259739.0
8647638,Ds,Ls,Ds,runs,41.0,Ds,bat,Kd Dn,Durban,2021-02-24,day match,CA T0 Ce,2020/21,2127,A Pr,A Js,151,4,126,110.0,10.0,119.0,22763,2269833.0:3399745.0:4888260.0:2252452.0:2231907.0:2294837.0:316441.0:1874081.0:3062079.0:3747484.0:4160358.0,23113,4239640.0:1884973.0:2604825.0:2364543.0:4175107.0:3872756.0:2294823.0:2658445.0:3851518.0:328607.0:2659502.0,other_domestic,22763,2252452.0
